CG_GEOID,GEOID,GENT_IDX,UERPCTCHG,PCIPCTCHG,POVPCTCHG,2016_POP,2010_POP,POPPCTCHG,2016_BLACK,2010_BLACK,BLKPCTCHG,2016_ASIAN,2010_ASIAN,ASNPCTCHG,2016_HISP,2010_HISP,HSPPCTCHG,2016_WHITE,2010_WHITE,WHTPCTCHG,2016_HS,2016_PCTHS,2010_HS,2010_PCTHS,HSPCTCHG,2016_POSTHS,2016_PCTPOSTHS,2010_POSTHS,2010_PCTPOSTHS,PHSPCTCHG,2016_INHU,2016_PCTHMLS,2010_INHU,2010_PCTHMLS,2016_OWNERHU,2010_OWNERHU,2016_RENT,2010_RENT,ORRPCTCHG
CG17031040201,17031040201,0.6935,-3.7,13.7,-7,6562,5754,14,242,135,79.3,787,717,9.8,1361,1069,27.3,3929,3630,8.2,1148,17.5,1542,26.8,-9.3,3967,60.5,2137,37.1,23.4,6557,0.1,5754,0,3082,2281,3475,3473,-25.9
CG17031040202,17031040202,0.38125,-1.8,-2.6,10,7085,6633,6.8,186,637,-70.8,1582,1892,-16.4,1480,738,100.5,3455,3365,2.7,2051,28.9,1918,28.9,0,3239,45.7,2688,40.5,5.2,6862,3.1,6558,1.1,2735,2881,4127,3677,18.2
CG17031040300,17031040300,0.50225,5.9,33.3,-1.7,2888,2528,14.2,102,232,-56,740,785,-5.7,312,313,-0.3,1579,1182,33.6,521,18,479,18.9,-0.9,1779,61.6,1091,43.2,18.4,2795,3.2,2528,0,2033,1621,762,907,-33
CG17031040401,17031040401,0.774625,-6,5.2,-3,3103,2746,13,139,89,56.2,189,217,-12.9,714,480,48.8,2012,1821,10.5,478,15.4,733,26.7,-11.3,1951,62.9,1181,43,19.9,3103,0,2746,0,1746,1695,1357,1051,25.3
CG17031040402,17031040402,0.672875,2.7,40.4,-3,4861,4658,4.4,151,195,-22.6,514,143,259.4,754,881,-14.4,3317,3213,3.2,341,7,595,12.8,-5.8,3504,72.1,2202,47.3,24.8,4861,0,4658,0,2129,1711,2732,2947,-25.5
CG17031040600,17031040600,0.515375,7.2,12.6,1.4,2467,2607,-5.4,72,34,111.8,52,112,-53.6,411,746,-44.9,1923,1642,17.1,220,8.9,298,11.4,-2.5,1721,69.8,1207,46.3,23.5,2467,0,2607,0,1103,1112,1364,1495,-8
CG17031040700,17031040700,0.629125,-2.4,17.7,-2.5,3348,3184,5.2,75,92,-18.5,161,207,-22.2,781,513,52.2,2107,2300,-8.4,532,15.9,499,15.7,0.2,2124,63.4,1581,49.7,13.7,3348,0,3106,2.4,1515,1272,1833,1834,-16.1
CG17031040800,17031040800,0.6125,-3,22.7,0.8,1778,1614,10.2,94,46,104.3,147,93,58.1,142,229,-38,1327,1189,11.6,242,13.6,306,19,-5.4,1257,70.7,768,47.6,23.1,1656,6.9,1534,5,821,732,835,802,-7.2
CG17031040900,17031040900,0.713875,0.2,43.6,-1.7,2125,1810,17.4,30,9,233.3,115,61,88.5,94,319,-70.5,1826,1388,31.6,88,4.1,312,17.2,-13.1,1667,78.4,875,48.3,30.1,2117,0.4,1810,0,907,868,1210,942,22.9
CG17031050100,17031050100,0.510125,1.8,5.7,-1,2561,2193,16.8,106,59,79.7,64,164,-61,378,88,329.5,1916,1871,2.4,339,13.2,210,9.6,3.6,1678,65.5,1257,57.3,8.2,2561,0,2193,0,1277,996,1284,1197,-16.3
CG17031050200,17031050200,0.680125,-0.1,14.4,-8.1,4852,4454,8.9,160,102,56.9,169,399,-57.6,513,996,-48.5,3846,2969,29.5,699,14.4,805,18.1,-3.7,2913,60,1959,44,16,4852,0,4454,0,3058,2759,1794,1695,-4.5
CG17031050300,17031050300,0.707625,-4.1,-4.5,1.9,2609,2486,4.9,15,0,UNDEF,348,91,282.4,592,195,203.6,1646,2112,-22.1,375,14.4,560,22.5,-8.1,1560,59.8,1100,44.2,15.6,2609,0,2486,0,1032,1682,1577,804,219.7
CG17031050500,17031050500,0.569,1.6,22.5,0.2,6002,5179,15.9,55,12,358.3,151,102,48,524,398,31.7,5025,4336,15.9,764,12.7,626,12.1,0.6,3489,58.1,2297,44.4,13.7,5982,0.3,5179,0,3370,3356,2612,1823,42.7
CG17031050600,17031050600,0.577125,3.2,50.3,0.7,2154,1906,13,16,11,45.5,150,84,78.6,130,121,7.4,1837,1659,10.7,179,8.3,202,10.6,-2.3,1565,72.7,1226,64.3,8.4,2154,0,1906,0,1251,888,903,1018,-37
CG17031050700,17031050700,0.65325,-0.4,26.3,0.6,1565,1726,-9.3,6,97,-93.8,44,0,UNDEF,46,208,-77.9,1434,1337,7.3,85,5.4,242,14,-8.6,1073,68.6,858,49.7,18.9,1565,0,1726,0,1056,1247,509,479,25.5
CG17031050800,17031050800,0.572125,-1.1,-12.9,-7.3,1396,1361,2.6,17,0,UNDEF,26,57,-54.4,167,297,-43.8,1148,970,18.4,140,10,151,11.1,-1.1,871,62.4,605,44.5,17.9,1396,0,1361,0,776,716,620,645,-11.3
CG17031050900,17031050900,0.528625,-0.1,-22.6,2.1,1408,1453,-3.1,9,13,-30.8,142,94,51.1,138,108,27.8,1080,1237,-12.7,112,8,127,8.7,-0.7,921,65.4,724,49.8,15.6,1408,0,1453,0,653,923,755,530,101.4
CG17031051000,17031051000,0.553375,-1.5,1.6,1.9,1645,1355,21.4,45,0,UNDEF,116,183,-36.6,376,158,138,1059,996,6.3,199,12.1,203,15,-2.9,1071,65.1,819,60.4,4.7,1645,0,1355,0,921,712,724,643,-13
CG17031051100,17031051100,0.49625,-2.7,4.6,0,1470,1656,-11.2,0,135,-100,45,38,18.4,243,160,51.9,1144,1278,-10.5,197,13.4,180,10.9,2.5,895,60.9,683,41.2,19.7,1470,0,1656,0,814,786,656,870,-27.2
CG17031051200,17031051200,0.7035,0.2,29.7,-8.9,1647,1862,-11.5,149,26,473.1,64,88,-27.3,210,165,27.3,1192,1564,-23.8,155,9.4,311,16.7,-7.3,983,59.7,881,47.3,12.4,1587,3.6,1769,5,752,1064,835,705,67.6
CG17031051300,17031051300,0.75825,-3.1,42,-2.4,2653,2773,-4.3,40,0,UNDEF,91,117,-22.2,178,274,-35,2311,2345,-1.4,91,3.4,312,11.3,-7.9,1837,69.2,1400,50.5,18.7,2653,0,2773,0,1795,2134,858,639,59.6
CG17031051400,17031051400,0.5395,-2,25.3,-0.9,1830,2387,-23.3,54,442,-87.8,92,109,-15.6,252,380,-33.7,1249,1416,-11.8,261,14.3,379,15.9,-1.6,1058,57.8,1173,49.1,8.7,1830,0,2387,0,1035,1286,795,1101,-10.3
CG17031060100,17031060100,0.6015,-3.5,30.7,-0.5,2664,2795,-4.7,114,84,35.7,57,63,-9.5,317,581,-45.4,2124,2055,3.4,122,4.6,129,4.6,0,1800,67.6,1610,57.6,10,2664,0,2795,0,1434,1569,1230,1226,9.8
CG17031060200,17031060200,0.63275,-5.2,40,3.1,2224,2109,5.5,75,28,167.9,92,186,-50.5,485,520,-6.7,1521,1375,10.6,246,11.1,454,21.5,-10.4,1495,67.2,1086,51.5,15.7,2219,0.2,2109,0,811,657,1408,1452,-21.4
CG17031060300,17031060300,0.650625,-0.2,17.8,-1.8,3173,3011,5.4,35,15,133.3,199,92,116.3,286,143,100,2599,2761,-5.9,202,6.4,180,6,0.4,2073,65.3,1359,45.1,20.2,3173,0,3011,0,1809,1876,1364,1135,24.6
CG17031060400,17031060400,0.595875,-4.5,16.5,3.9,3865,4049,-4.5,29,11,163.6,107,140,-23.6,481,508,-5.3,3010,3363,-10.5,284,7.3,208,5.1,2.2,2408,62.3,1630,40.3,22,3865,0,4049,0,1882,2325,1983,1724,42.1
CG17031060500,17031060500,0.295,-0.2,-28,7.3,1258,1162,8.3,71,14,407.1,122,58,110.3,222,57,289.5,815,1025,-20.5,372,29.6,208,17.9,11.7,645,51.3,548,47.2,4.1,1192,5.2,1162,0,374,430,818,732,28.5
CG17031060800,17031060800,0.731,-0.2,21.3,-3.9,5008,4666,7.3,237,168,41.1,577,525,9.9,263,318,-17.3,3783,3658,3.4,282,5.6,423,9.1,-3.5,3888,77.6,2754,59,18.6,5008,0,4666,0,2398,2689,2610,1977,48
CG17031060900,17031060900,0.520625,2.9,-4,0.8,7044,6495,8.5,368,664,-44.6,214,663,-67.7,1383,689,100.7,4660,4339,7.4,782,11.1,512,7.9,3.2,4949,70.3,3679,56.6,13.7,7044,0,6495,0,2739,3018,4305,3477,36.4
CG17031061000,17031061000,0.686625,-1.4,-7.7,-1.6,1856,1641,13.1,33,31,6.5,138,147,-6.1,320,189,69.3,1340,1240,8.1,88,4.7,129,7.9,-3.2,1276,68.8,910,55.5,13.3,1856,0,1641,0,392,666,1464,975,155.1
CG17031061100,17031061100,0.739375,-1.5,36.9,-2.8,1504,1213,24,30,0,UNDEF,236,31,661.3,36,21,71.4,1191,1161,2.6,18,1.2,77,6.3,-5.1,997,66.3,659,54.3,12,1504,0,1213,0,482,393,1022,820,1.6
CG17031061200,17031061200,0.48475,3.2,-9.3,2.3,2028,2059,-1.5,36,19,89.5,94,135,-30.4,108,63,71.4,1746,1742,0.2,34,1.7,94,4.6,-2.9,1281,63.2,1105,53.7,9.5,2028,0,2059,0,595,752,1433,1307,38.6
CG17031061500,17031061500,0.594875,-3,8.9,2.5,1806,1872,-3.5,32,34,-5.9,64,35,82.9,116,143,-18.9,1571,1642,-4.3,74,4.1,190,10.1,-6,1294,71.7,1073,57.3,14.4,1806,0,1872,0,622,626,1184,1246,-4.4
CG17031061800,17031061800,0.476125,-2.3,-13.7,5.4,1205,898,34.2,74,9,722.2,120,54,122.2,105,94,11.7,841,752,11.8,106,8.8,115,12.8,-4,773,64.1,495,55.1,9,1103,8.5,898,0,226,229,877,669,32.8
CG17031061901,17031061901,0.69175,-2.8,7.7,-9.6,3810,3701,2.9,85,272,-68.8,589,274,115,379,501,-24.4,2659,2503,6.2,165,4.3,301,8.1,-3.8,2914,76.5,2021,54.6,21.9,3810,0,3701,0,1372,1322,2438,2379,-1.3
CG17031061902,17031061902,0.621875,-0.2,3.9,0,4308,3999,7.7,134,188,-28.7,347,374,-7.2,191,233,-18,3513,3237,8.5,189,4.4,292,7.3,-2.9,3484,80.9,1972,49.3,31.6,4308,0,3999,0,1493,1289,2815,2710,-10.3
CG17031062000,17031062000,0.4405,-0.7,-6.5,2.7,2912,2599,12,118,98,20.4,156,131,19.1,103,197,-47.7,2483,2161,14.9,228,7.8,54,2.1,5.7,2152,73.9,1506,57.9,16,2907,0.2,2599,0,924,827,1983,1772,0.2
CG17031062100,17031062100,0.72975,-6.5,21.1,-3.4,3598,3040,18.4,80,13,515.4,313,385,-18.7,230,293,-21.5,2937,2291,28.2,212,5.9,143,4.7,1.2,2504,69.6,1523,50.1,19.5,3598,0,3040,0,1121,1031,2477,2009,13.4
CG17031062200,17031062200,0.430875,3.1,8.5,3,2824,2967,-4.8,125,21,495.2,153,135,13.3,146,285,-48.8,2374,2427,-2.2,175,6.2,121,4.1,2.1,1910,67.6,1572,53,14.6,2824,0,2967,0,1317,1166,1507,1801,-25.9
CG17031062300,17031062300,0.660125,-1.2,57,-6.4,1613,1655,-2.5,12,15,-20,96,39,146.2,97,76,27.6,1375,1525,-9.8,86,5.3,49,3,2.3,1199,74.3,880,53.2,21.1,1613,0,1655,0,790,878,823,777,17.7
CG17031062400,17031062400,0.53125,1.6,4.4,-1.5,1459,1735,-15.9,37,3,1133.3,63,91,-30.8,64,198,-67.7,1270,1439,-11.7,70,4.8,185,10.7,-5.9,1095,75.1,921,53.1,22,1456,0.2,1735,0,647,929,809,806,44.1
CG17031062500,17031062500,0.820125,-6.4,55,-5.1,1487,1533,-3,0,51,-100,94,102,-7.8,131,76,72.4,1239,1271,-2.5,35,2.4,156,10.2,-7.8,1163,78.2,859,56,22.2,1487,0,1331,13.2,714,780,773,551,53.3
CG17031062600,17031062600,0.583,3,2.4,-4.5,2207,2032,8.6,38,8,375,188,91,106.6,216,140,54.3,1679,1779,-5.6,135,6.1,124,6.1,0,1403,63.6,934,46,17.6,2207,0,2032,0,1491,1375,716,657,0.5
CG17031062700,17031062700,0.466125,2.4,0.2,4.9,2820,2391,17.9,11,9,22.2,42,67,-37.3,167,155,7.7,2551,2124,20.1,139,4.9,214,9,-4.1,1737,61.6,1285,53.7,7.9,2783,1.3,2391,0,1235,1257,1548,1134,38.9
CG17031062800,17031062800,0.646625,-4.3,28.3,-3.7,3667,3648,0.5,45,229,-80.3,206,194,6.2,249,418,-40.4,3094,2771,11.7,142,3.9,140,3.8,0.1,2508,68.4,1911,52.4,16,3667,0,3648,0,1872,1677,1795,1971,-18.4
CG17031062900,17031062900,0.658,-1.4,18.7,-4.3,3815,4141,-7.9,133,12,1008.3,156,74,110.8,71,319,-77.7,3373,3683,-8.4,149,3.9,162,3.9,0,2806,73.6,1829,44.2,29.4,3815,0,4141,0,1415,1941,2400,2200,49.6
CG17031063000,17031063000,0.47825,-0.9,2,-13.4,3266,3569,-8.5,124,174,-28.7,257,118,117.8,331,149,122.1,2452,3053,-19.7,86,2.6,170,4.8,-2.2,2464,75.4,1700,47.6,27.8,3231,1.1,3569,0,1186,959,2045,2610,-36.6
CG17031063100,17031063100,0.7195,-4,42.2,-15.8,2328,2088,11.5,18,121,-85.1,133,198,-32.8,94,187,-49.7,1934,1556,24.3,91,3.9,71,3.4,0.5,1654,71,953,45.6,25.4,2328,0,2088,0,811,526,1517,1562,-37
CG17031063200,17031063200,0.658875,-0.2,24.9,4,7124,6521,9.2,166,322,-48.4,628,480,30.8,335,634,-47.2,5823,4923,18.3,392,5.5,669,10.3,-4.8,5411,76,3095,47.5,28.5,6991,1.9,6268,3.9,2964,2385,4027,3883,-16.6
CG17031063301,17031063301,0.441125,-1.5,5.1,2.2,2582,2462,4.9,232,292,-20.5,98,391,-74.9,129,148,-12.8,1968,1626,21,290,11.2,37,1.5,9.7,1703,66,1618,65.7,0.3,2582,0,2462,0,467,434,2115,2028,-3.1
CG17031063302,17031063302,0.60225,-2.7,-8.1,1.3,4293,4053,5.9,70,46,52.2,505,340,48.5,273,140,95,3362,3509,-4.2,176,4.1,220,5.4,-1.3,3250,75.7,2059,50.8,24.9,4293,0,4053,0,1587,1630,2706,2423,14.7
CG17031063303,17031063303,0.675625,-12.4,5.3,-2.8,1292,1488,-13.2,34,13,161.5,113,170,-33.5,48,0,UNDEF,1094,1305,-16.2,129,10,244,16.4,-6.4,1092,84.5,796,53.5,31,1292,0,1488,0,575,685,717,803,6.4
CG17031063400,17031063400,0.6655,-5.5,-9.8,-8.9,2025,2011,0.7,89,159,-44,91,89,2.2,153,145,5.5,1646,1585,3.8,77,3.8,132,6.6,-2.8,1607,79.4,1139,56.6,22.8,2025,0,2011,0,591,662,1434,1349,19.1
CG17031070101,17031070101,0.61475,0.8,-4.7,-1.3,3671,3545,3.6,85,143,-40.6,309,359,-13.9,112,78,43.6,2949,2917,1.1,135,3.7,176,5,-1.3,2888,78.7,1911,53.9,24.8,3671,0,3545,0,1501,1821,2170,1724,52.7
CG17031070102,17031070102,0.79875,-3.4,28.8,-1.7,2769,2253,22.9,147,148,-0.7,106,290,-63.4,272,158,72.2,2168,1600,35.5,171,6.2,193,8.6,-2.4,2022,73,1162,51.6,21.4,2671,3.5,2063,8.4,836,835,1835,1228,49.3
CG17031070103,17031070103,0.499875,-1.4,-12.9,-0.1,1535,1740,-11.8,95,32,196.9,108,165,-34.5,87,93,-6.5,1238,1450,-14.6,21,1.4,50,2.9,-1.5,904,58.9,983,56.5,2.4,1535,0,1740,0,130,359,1405,1381,181
CG17031070200,17031070200,0.497375,-0.7,-9,2,3936,3494,12.7,252,94,168.1,294,366,-19.7,306,34,800,2979,2750,8.3,203,5.2,108,3.1,2.1,2731,69.4,1458,41.7,27.7,3748,4.8,3494,0,1426,1782,2322,1712,69.5
CG17031070300,17031070300,0.626375,-3.2,-3.3,-0.4,3429,3248,5.6,50,73,-31.5,245,286,-14.3,136,167,-18.6,2831,2666,6.2,109,3.2,70,2.2,1,2316,67.5,1329,40.9,26.6,3429,0,3190,1.8,1406,1474,2023,1716,23.6
CG17031070400,17031070400,0.584375,-3.6,-1.4,-3.7,3320,3107,6.9,210,189,11.1,211,125,68.8,257,201,27.9,2595,2515,3.2,581,17.5,316,10.2,7.3,1778,53.6,1375,44.3,9.3,3320,0,3107,0,1438,1591,1882,1516,37.4
CG17031070500,17031070500,0.63025,-4,66,-0.2,3109,3195,-2.7,197,105,87.6,94,132,-28.8,136,125,8.8,2621,2824,-7.2,428,13.8,398,12.5,1.3,1949,62.7,1280,40.1,22.6,2863,7.9,2758,13.7,1886,1578,977,1180,-30.7
CG17031070600,17031070600,0.628125,1.9,-33.9,-2.9,3243,2717,19.4,48,9,433.3,99,70,41.4,373,180,107.2,2714,2438,11.3,57,1.8,150,5.5,-3.7,2107,65,1173,43.2,21.8,3243,0,2717,0,2241,2023,1002,694,30.3
CG17031070700,17031070700,0.665,0,36.7,-3.1,4146,2809,47.6,248,241,2.9,365,282,29.4,586,301,94.7,2898,1917,51.2,439,10.6,338,12,-1.4,2507,60.5,1093,38.9,21.6,4141,0.1,2809,0,2222,1535,1919,1274,4.1
CG17031071000,17031071000,0.552,-4.6,2,-9.1,4061,5270,-22.9,174,88,97.7,279,347,-19.6,241,590,-59.2,3251,4084,-20.4,75,1.8,20,0.4,1.4,1546,38.1,1057,20.1,18,2187,46.1,2691,48.9,1095,1216,1092,1475,-17.8
CG17031071100,17031071100,0.592625,-2.9,-6.3,-4.2,2878,2859,0.7,104,63,65.1,114,102,11.8,115,136,-15.4,2406,2536,-5.1,38,1.3,26,0.9,0.4,1551,53.9,855,29.9,24,2449,14.9,2273,20.5,1284,1122,1165,1151,-11.6
CG17031071200,17031071200,0.569,-1.8,-28.3,1.1,1984,1949,1.8,49,125,-60.8,197,143,37.8,241,95,153.7,1462,1576,-7.2,85,4.3,106,5.4,-1.1,1319,66.5,893,45.8,20.7,1984,0,1949,0,812,958,1172,991,39.5
CG17031071300,17031071300,0.6135,2.8,18.8,-0.6,3789,3879,-2.3,82,127,-35.4,347,211,64.5,182,125,45.6,3136,3416,-8.2,15,0.4,80,2.1,-1.7,2626,69.3,1730,44.6,24.7,3773,0.4,3825,1.4,2081,2341,1692,1484,28.3
CG17031071400,17031071400,0.568375,-1.1,-6.2,4.1,4660,4658,0,251,150,67.3,282,219,28.8,358,304,17.8,3569,3859,-7.5,388,8.3,479,10.3,-2,3505,75.2,1914,41.1,34.1,4386,5.9,4294,7.8,1816,1964,2570,2330,19.3
CG17031071500,17031071500,0.67175,-2.5,-1,-3.4,5946,5287,12.5,198,526,-62.4,532,134,297,338,255,32.5,4650,4403,5.6,241,4.1,262,5,-0.9,4826,81.2,2608,49.3,31.9,5946,0,5287,0,2342,2239,3604,3048,13
CG17031071600,17031071600,0.442,7.5,23.7,6.1,1695,1952,-13.2,118,62,90.3,83,94,-11.7,58,70,-17.1,1377,1708,-19.4,92,5.4,68,3.5,1.9,1137,67.1,790,40.5,26.6,1695,0,1952,0,1194,1317,501,635,-13
CG17031071700,17031071700,0.49375,1.7,-1.7,-0.4,1755,1689,3.9,167,186,-10.2,130,163,-20.2,102,141,-27.7,1289,1261,2.2,94,5.4,104,6.2,-0.8,1200,68.4,794,47,21.4,1743,0.7,1689,0,1067,1140,676,549,31.6
CG17031071800,17031071800,0.56525,4.4,-21.5,-2.5,2760,2630,4.9,394,248,58.9,189,113,67.3,108,65,66.2,1979,2191,-9.7,199,7.2,180,6.8,0.4,1765,63.9,1107,42.1,21.8,2760,0,2630,0,1615,1875,1145,755,76.1
CG17031080100,17031080100,0.6915,0.8,9,-0.2,6793,5732,18.5,444,119,273.1,173,320,-45.9,348,92,278.3,5784,5168,11.9,402,5.9,297,5.2,0.7,5599,82.4,2920,50.9,31.5,6793,0,5732,0,3244,3849,3549,1883,123.6
CG17031080201,17031080201,0.5105,3.2,-10.2,-0.3,3246,3491,-7,260,56,364.3,73,238,-69.3,26,115,-77.4,2830,3003,-5.8,382,11.8,217,6.2,5.6,2632,81.1,1883,53.9,27.2,3246,0,3491,0,1584,2476,1662,1015,156
CG17031080202,17031080202,0.652625,1.8,-5.3,-0.5,3512,3040,15.5,93,194,-52.1,300,153,96.1,153,171,-10.5,2948,2522,16.9,72,2.1,197,6.5,-4.4,2998,85.4,1727,56.8,28.6,3512,0,3040,0,2200,2105,1312,935,34.3
CG17031080300,17031080300,0.709625,1.2,21.8,1.4,4678,4172,12.1,331,375,-11.7,387,251,54.2,332,236,40.7,3523,3257,8.2,161,3.4,350,8.4,-5,3672,78.5,2453,58.8,19.7,4678,0,4172,0,2331,2542,2347,1630,57
CG17031080400,17031080400,0.557375,-4.3,53.4,0.4,4074,4415,-7.7,2024,2732,-25.9,79,158,-50,90,279,-67.7,1716,1320,30,600,14.7,964,21.8,-7.1,2037,50,1641,37.2,12.8,4044,0.7,4415,0,1340,1224,2704,3191,-22.6
CG17031081000,17031081000,0.532625,-0.2,-14.5,-0.7,7350,7425,-1,1092,838,30.3,839,690,21.6,474,327,45,4876,5513,-11.6,961,13.1,833,11.2,1.9,4383,59.6,3136,42.2,17.4,5918,19.5,5883,20.8,886,1180,5032,4703,42.5
CG17031081100,17031081100,0.607125,-3.2,-6.8,0.3,3744,3239,15.6,442,407,8.6,216,207,4.3,283,124,128.2,2680,2458,9,265,7.1,389,12,-4.9,2997,80,1773,54.7,25.3,3732,0.3,3239,0,951,933,2781,2306,18.3
CG17031081201,17031081201,0.675375,-7.1,-3.6,-4,4381,3804,15.2,93,106,-12.3,512,479,6.9,348,137,154,3407,3000,13.6,87,2,326,8.6,-6.6,3279,74.8,2014,52.9,21.9,4045,7.7,3691,3,1996,2276,2049,1415,65.1
CG17031081202,17031081202,0.53875,1,-21.6,-6.1,2953,2992,-1.3,25,0,UNDEF,179,93,92.5,121,191,-36.6,2584,2629,-1.7,199,6.7,160,5.3,1.4,2575,87.2,1551,51.8,35.4,2953,0,2992,0,2175,2279,778,713,14.3
CG17031081300,17031081300,0.598625,1.9,0,2.9,5147,5153,-0.1,245,202,21.3,831,408,103.7,217,137,58.4,3847,4406,-12.7,147,2.9,307,6,-3.1,4532,88.1,2557,49.6,38.5,5147,0,5153,0,3188,3813,1959,1340,74.9
CG17031081401,17031081401,0.5785,3.6,-27.3,-0.8,2251,2366,-4.9,82,275,-70.2,248,205,21,73,46,58.7,1709,1782,-4.1,150,6.7,262,11.1,-4.4,1775,78.9,1007,42.6,36.3,2211,1.8,2164,8.5,1108,1351,1103,813,65.4
CG17031081402,17031081402,0.6325,2.3,-0.6,-0.8,4660,3760,23.9,216,71,204.2,906,507,78.7,131,212,-38.2,3237,2891,12,121,2.6,131,3.5,-0.9,4010,86.1,1785,47.5,38.6,4660,0,3760,0,2065,1913,2595,1847,30.2
CG17031081403,17031081403,0.695625,1.6,19,-2.3,7458,5158,44.6,204,148,37.8,1631,1144,42.6,357,306,16.7,5175,3386,52.8,353,4.7,55,1.1,3.6,6241,83.7,2879,55.8,27.9,7458,0,5158,0,2632,2482,4826,2676,70.1
CG17031081500,17031081500,0.563125,-2.1,-9.6,-1.7,4888,3887,25.8,143,84,70.2,914,527,73.4,261,133,96.2,3455,3143,9.9,279,5.7,142,3.7,2,4073,83.3,2129,54.8,28.5,4865,0.5,3887,0,2118,2023,2747,1864,40.8
CG17031081600,17031081600,0.695125,0.3,17.4,-2.7,3685,3123,18,129,30,330,747,360,107.5,189,173,9.2,2430,2381,2.1,123,3.3,203,6.5,-3.2,2948,80,1900,60.8,19.2,3685,0,3123,0,1246,1088,2439,2035,4.7
CG17031081700,17031081700,0.769375,-0.3,17.4,0.1,3304,2575,28.3,112,155,-27.7,504,252,100,210,472,-55.5,2351,1587,48.1,151,4.6,266,10.3,-5.7,2832,85.7,1267,49.2,36.5,3304,0,2575,0,748,834,2556,1741,63.7
CG17031081800,17031081800,0.63225,1.8,-8.5,0.7,8180,5913,38.3,145,167,-13.2,688,740,-7,468,153,205.9,6681,4660,43.4,179,2.2,177,3,-0.8,6964,85.1,3194,54,31.1,8180,0,5864,0.8,4665,3998,3515,1866,61.4
CG17031081900,17031081900,0.677,-6.8,97.5,-10.8,965,1328,-27.3,375,768,-51.2,133,56,137.5,25,79,-68.4,394,425,-7.3,165,17.1,278,20.9,-3.8,653,67.7,538,40.5,27.2,965,0,1328,0,438,282,527,1046,-67.6
CG17031090100,17031090100,0.68375,-1.2,31.7,-2.9,3265,3239,0.8,0,0,UNDEF,41,56,-26.8,350,284,23.2,2825,2885,-2.1,678,20.8,818,25.3,-4.5,1744,53.4,1324,40.9,12.5,3265,0,3239,0,2972,2978,293,261,12.5
CG17031090200,17031090200,0.653625,-4.9,27.5,-3.5,6536,6332,3.2,148,0,UNDEF,134,198,-32.3,322,287,12.2,5880,5753,2.2,1162,17.8,1354,21.4,-3.6,3751,57.4,2954,46.7,10.7,6531,0.1,6332,0,5215,5181,1316,1151,13.6
CG17031090300,17031090300,0.614,-2.2,2,0.5,1289,1477,-12.7,0,0,UNDEF,66,8,725,50,16,212.5,1173,1453,-19.3,231,17.9,346,23.4,-5.5,714,55.4,668,45.2,10.2,1289,0,1477,0,1069,1369,220,108,160.9
