CG_GEOID,GEOID,GENT_IDX,UERPCTCHG,PCIPCTCHG,POVPCTCHG,2016_POP,2010_POP,POPPCTCHG,2016_BLACK,2010_BLACK,BLKPCTCHG,2016_ASIAN,2010_ASIAN,ASNPCTCHG,2016_HISP,2010_HISP,HSPPCTCHG,2016_WHITE,2010_WHITE,WHTPCTCHG,2016_HS,2016_PCTHS,2010_HS,2010_PCTHS,HSPCTCHG,2016_POSTHS,2016_PCTPOSTHS,2010_POSTHS,2010_PCTPOSTHS,PHSPCTCHG,2016_INHU,2016_PCTHMLS,2010_INHU,2010_PCTHMLS,2016_OWNERHU,2010_OWNERHU,2016_RENT,2010_RENT,ORRPCTCHG
CG17031827200,17031827200,0.52475,-8.7,29.6,-0.9,4335,4468,-3,2977,3222,-7.6,0,0,UNDEF,1008,860,17.2,365,135,170.4,1649,38,1312,29.4,8.6,1239,28.6,1168,26.1,2.5,4335,0,4468,0,2489,2405,1846,2063,-13.5
CG17031827300,17031827300,0.442375,-9.2,8.3,7,2787,3189,-12.6,2112,2540,-16.9,100,167,-40.1,374,299,25.1,66,165,-60,1158,41.6,974,30.5,11.1,681,24.4,593,18.6,5.8,2787,0,3189,0,1375,1662,1412,1527,11.8
CG17031827400,17031827400,0.308,3.3,13.9,-4.8,4277,4707,-9.1,3561,4077,-12.7,66,0,UNDEF,578,442,30.8,74,135,-45.2,1872,43.8,1767,37.5,6.3,1150,26.9,1073,22.8,4.1,4072,4.8,4542,3.5,2089,1743,1983,2799,-40.9
CG17031827500,17031827500,0.3015,2.7,-12.7,10.9,5702,5341,6.8,2672,2984,-10.5,0,0,UNDEF,2384,1947,22.4,624,270,131.1,2206,38.7,1863,34.9,3.8,1085,19,891,16.7,2.3,5633,1.2,5341,0,2910,3353,2723,1988,57.8
CG17031827600,17031827600,0.57075,-2.5,24.4,-2.4,3280,3536,-7.2,3182,3405,-6.5,0,0,UNDEF,24,45,-46.7,41,0,UNDEF,979,29.8,1129,31.9,-2.1,1236,37.7,1112,31.4,6.3,3280,0,3536,0,2088,2154,1192,1382,-11
CG17031827700,17031827700,0.4045,4.1,-13.5,1.7,2864,2853,0.4,2075,2044,1.5,14,12,16.7,370,263,40.7,384,507,-24.3,897,31.3,856,30,1.3,798,27.9,945,33.1,-5.2,2864,0,2853,0,1431,1841,1433,1012,82.2
CG17031827801,17031827801,0.60525,-4.4,-1.5,1.6,5392,5337,1,3819,3295,15.9,17,26,-34.6,465,252,84.5,1049,1732,-39.4,1077,20,1519,28.5,-8.5,2222,41.2,1824,34.2,7,5116,5.1,4990,6.5,4222,4218,894,772,15.7
CG17031827802,17031827802,0.554625,3,-17.9,3.8,3501,3010,16.3,2901,2392,21.3,12,21,-42.9,141,127,11,447,446,0.2,797,22.8,801,26.6,-3.8,1543,44.1,1194,39.7,4.4,3491,0.3,2981,1,2881,2836,610,145,314.1
CG17031827804,17031827804,0.4535,0.9,29.2,-0.4,3192,2823,13.1,2553,2219,15.1,11,0,UNDEF,200,27,640.7,428,588,-27.2,757,23.7,537,19,4.7,1532,48,1209,42.8,5.2,3187,0.2,2823,0,2928,2463,259,360,-39.5
CG17031827805,17031827805,0.5825,-5.7,17.3,-4.3,2676,2751,-2.7,2095,2087,0.4,0,0,UNDEF,52,75,-30.7,529,589,-10.2,549,20.5,697,25.3,-4.8,1404,52.5,1097,39.9,12.6,2659,0.6,2751,0,2348,2398,311,353,-10
CG17031827901,17031827901,0.593625,1.6,8.1,1.4,2557,2518,1.5,1903,2044,-6.9,23,73,-68.5,124,30,313.3,483,371,30.2,699,27.3,707,28.1,-0.8,1205,47.1,996,39.6,7.5,2374,7.2,2261,10.2,1986,2215,388,46,840.7
CG17031827902,17031827902,0.367375,4.9,-5.3,10.3,4775,4018,18.8,2141,1518,41,13,55,-76.4,967,239,304.6,1609,2194,-26.7,1414,29.6,1181,29.4,0.2,1655,34.7,1648,41,-6.3,4775,0,4018,0,3089,2505,1686,1513,-9.6
CG17031828000,17031828000,0.2915,7.3,-11,9.7,5426,4919,10.3,1791,1090,64.3,18,0,UNDEF,765,843,-9.3,2848,2958,-3.7,1609,29.7,1498,30.5,-0.8,1991,36.7,1661,33.8,2.9,5340,1.6,4919,0,4154,3901,1186,1018,9.4
CG17031828100,17031828100,0.462625,8.1,-18.2,3.8,4522,4729,-4.4,807,278,190.3,100,18,455.6,664,262,153.4,2951,4062,-27.4,1233,27.3,1586,33.5,-6.2,1894,41.9,1830,38.7,3.2,4522,0,4729,0,3634,4382,888,347,208.6
CG17031828201,17031828201,0.508,3.7,35.8,-6.9,4042,4640,-12.9,1834,1704,7.6,9,15,-40,458,277,65.3,1681,2623,-35.9,1023,25.3,1373,29.6,-4.3,1779,44,1467,31.6,12.4,4039,0.1,4640,0,3106,3237,933,1403,-30.7
CG17031828202,17031828202,0.513,4.1,20.5,-9,4443,4452,-0.2,1700,1556,9.3,127,0,UNDEF,541,368,47,2018,2489,-18.9,1231,27.7,1175,26.4,1.3,2109,47.5,1683,37.8,9.7,4443,0,4452,0,3407,2936,1036,1516,-41.1
CG17031828300,17031828300,0.477625,1.5,5.4,-1.7,3323,3205,3.7,883,750,17.7,39,8,387.5,344,458,-24.9,2042,1966,3.9,1281,38.5,1236,38.6,-0.1,1218,36.7,1072,33.4,3.3,3313,0.3,3205,0,2639,2777,674,428,65.7
CG17031828401,17031828401,0.6465,-5.7,5.3,3.9,3610,3612,-0.1,870,659,32,27,0,UNDEF,476,236,101.7,2111,2698,-21.8,386,10.7,701,19.4,-8.7,2069,57.3,1551,42.9,14.4,3608,0.1,3612,0,2502,3213,1106,399,256
CG17031828402,17031828402,0.305375,5.3,-4.1,2,3880,3907,-0.7,1674,1523,9.9,16,33,-51.5,650,334,94.6,1454,2000,-27.3,1061,27.3,1021,26.1,1.2,1707,44,1638,41.9,2.1,3752,3.3,3907,0,2649,3017,1103,890,41.1
CG17031828503,17031828503,0.34575,-3.2,-12,5.7,4551,4602,-1.1,2926,2965,-1.3,0,0,UNDEF,553,346,59.8,1049,1261,-16.8,1473,32.4,1243,27,5.4,1095,24.1,1220,26.5,-2.4,4526,0.5,4602,0,2795,3557,1731,1045,110.8
CG17031828504,17031828504,0.37775,12.3,9.5,8.6,5961,5902,1,3847,3679,4.6,23,9,155.6,421,516,-18.4,1504,1476,1.9,1599,26.8,1611,27.3,-0.5,1803,30.2,1570,26.6,3.6,5928,0.6,5902,0,2478,3627,3450,2275,122
CG17031828505,17031828505,0.5195,4.8,-12.7,11,6323,6052,4.5,2504,1899,31.9,30,0,UNDEF,398,785,-49.3,3291,3318,-0.8,1587,25.1,1882,31.1,-6,2662,42.1,2077,34.3,7.8,6323,0,6052,0,4621,5468,1702,584,244.9
CG17031828506,17031828506,0.71575,-3.3,-0.2,-2,9027,8968,0.7,6024,4986,20.8,63,17,270.6,738,713,3.5,2245,3172,-29.2,1772,19.6,2509,28,-8.4,4265,47.2,3017,33.6,13.6,9027,0,8968,0,6958,8061,2069,907,164.3
CG17031828601,17031828601,0.6265,-3.4,17.5,1.8,3917,4131,-5.2,607,451,34.6,75,57,31.6,278,345,-19.4,2897,3153,-8.1,711,18.2,1049,25.4,-7.2,2114,54,1520,36.8,17.2,3881,0.9,4131,0,3260,3975,621,156,385.4
CG17031828602,17031828602,0.50275,-3.6,-0.2,4.1,4770,4535,5.2,2285,1791,27.6,88,13,576.9,204,301,-32.2,1771,2475,-28.4,720,15.1,589,13,2.1,2437,51.1,1842,40.6,10.5,4613,3.3,4443,2,4058,4295,555,148,296.9
CG17031828701,17031828701,0.270375,1.9,1.3,0.3,3753,3766,-0.3,2211,1978,11.8,27,0,UNDEF,245,404,-39.4,1199,1269,-5.5,794,21.2,701,18.6,2.6,1730,46.1,1875,49.8,-3.7,3523,6.1,3766,0,2786,2852,737,914,-17.5
CG17031828702,17031828702,0.281,5.5,-16.1,6.6,5150,4836,6.5,3621,3576,1.3,6,0,UNDEF,490,328,49.4,974,873,11.6,1499,29.1,1142,23.6,5.5,2098,40.7,1951,40.3,0.4,4989,3.1,4836,0,3486,3937,1503,899,88.8
CG17031828801,17031828801,0.55725,1.3,-10.5,-6.1,5716,5287,8.1,2547,1820,39.9,97,46,110.9,813,911,-10.8,2251,2428,-7.3,999,17.5,1061,20.1,-2.6,2652,46.4,1717,32.5,13.9,5562,2.7,5287,0,4845,5028,717,259,187.3
CG17031828802,17031828802,0.484125,4.8,12.3,5.5,3424,3243,5.6,922,860,7.2,0,0,UNDEF,622,433,43.6,1793,1803,-0.6,987,28.8,812,25,3.8,1379,40.3,1260,38.9,1.4,3424,0,3243,0,3131,3155,293,88,235.5
CG17031828900,17031828900,0.2965,2,24.8,14.8,3080,3869,-20.4,1297,1537,-15.6,14,0,UNDEF,1284,1676,-23.4,495,559,-11.4,1095,35.6,1132,29.3,6.3,894,29,1047,27.1,1.9,3024,1.8,3869,0,1566,2500,1458,1369,70
CG17031829000,17031829000,0.25425,5.7,53.5,3.9,1292,1727,-25.2,1254,1700,-26.2,0,0,UNDEF,27,119,-77.3,11,19,-42.1,463,35.8,604,35,0.8,247,19.1,348,20.2,-1.1,1277,1.2,1727,0,251,176,1026,1551,-53.6
CG17031829100,17031829100,0.46175,12.1,25.2,6.6,3601,3251,10.8,780,812,-3.9,0,0,UNDEF,2440,2119,15.1,342,389,-12.1,1235,34.3,1469,45.2,-10.9,903,25.1,554,17,8.1,3572,0.8,3251,0,1646,1361,1926,1890,-15.7
CG17031829200,17031829200,0.48475,-6.4,15.9,10.7,5591,5787,-3.4,1376,1660,-17.1,0,34,-100,2456,2353,4.4,1635,1712,-4.5,1844,33,2179,37.7,-4.7,1718,30.7,1259,21.8,8.9,5271,5.7,5498,5,3434,3702,1837,1796,10.3
CG17031829301,17031829301,0.420375,2.7,-9.6,-9,4065,4030,0.9,1483,1751,-15.3,36,10,260,792,698,13.5,1597,1551,3,1082,26.6,1164,28.9,-2.3,1891,46.5,1297,32.2,14.3,4035,0.7,4030,0,3646,3097,389,933,-64.6
CG17031829302,17031829302,0.319625,3.2,-1.2,15.6,4390,3691,18.9,2511,2279,10.2,2,0,UNDEF,1423,1237,15,310,232,33.6,1355,30.9,810,21.9,9,1093,24.9,1008,27.3,-2.4,4192,4.5,3593,2.7,1538,1942,2654,1651,103
CG17031829401,17031829401,0.461625,-7,47.8,3.9,1210,1472,-17.8,1097,1448,-24.2,0,0,UNDEF,79,78,1.3,17,0,UNDEF,508,42,631,42.9,-0.9,352,29.1,343,23.3,5.8,1205,0.4,1472,0,796,971,409,501,-0.4
CG17031829402,17031829402,0.58925,-3,5.5,3,3315,3310,0.2,2125,1808,17.5,49,78,-37.2,155,191,-18.8,924,1221,-24.3,660,19.9,1021,30.8,-10.9,1577,47.6,1149,34.7,12.9,3315,0,3310,0,2503,2284,812,1026,-27.8
CG17031829500,17031829500,0.427875,1.2,-12,0.7,4116,4060,1.4,431,757,-43.1,0,0,UNDEF,1995,1383,44.3,1582,1882,-15.9,1762,42.8,1755,43.2,-0.4,1187,28.8,966,23.8,5,4003,2.7,3806,6.3,2973,2598,1030,1208,-25.5
CG17031829600,17031829600,0.264625,4.4,4.1,18.2,2892,2824,2.4,249,127,96.1,56,28,100,393,758,-48.2,2142,1753,22.2,1221,42.2,1149,40.7,1.5,762,26.3,696,24.6,1.7,2885,0.2,2824,0,2446,2252,439,572,-29.3
CG17031829700,17031829700,0.42025,7.8,11.5,-3,4253,4123,3.2,3203,2961,8.2,74,0,UNDEF,173,203,-14.8,673,919,-26.8,1772,41.7,1349,32.7,9,1087,25.6,1050,25.5,0.1,4253,0,4123,0,2276,2117,1977,2006,-8.3
CG17031829800,17031829800,0.605125,-2,3.4,1.4,6578,6514,1,2999,2467,21.6,38,195,-80.5,353,44,702.3,3054,3604,-15.3,532,8.1,699,10.7,-2.6,4269,64.9,2663,40.9,24,6558,0.3,6514,0,5641,6197,917,317,217.8
CG17031829901,17031829901,0.55325,6.5,7.3,1.1,8783,8581,2.4,5005,5711,-12.4,86,217,-60.4,904,251,260.2,2646,2374,11.5,2504,28.5,2538,29.6,-1.1,4396,50.1,3283,38.3,11.8,8783,0,8581,0,7594,7834,1189,747,64.2
CG17031829902,17031829902,0.605875,-1.2,14.6,2.8,6350,6297,0.8,5026,4816,4.4,125,39,220.5,106,73,45.2,1073,1262,-15,841,13.2,1062,16.9,-3.7,3543,55.8,2718,43.2,12.6,6344,0.1,6297,0,4934,5753,1410,544,202.2
CG17031830001,17031830001,0.542875,3.5,7,4.5,2363,2005,17.9,196,38,415.8,0,33,-100,225,21,971.4,1942,1881,3.2,1093,46.3,996,49.7,-3.4,1031,43.6,884,44.1,-0.5,2363,0,2005,0,2241,1943,122,62,70.6
CG17031830003,17031830003,0.372125,8.2,17.2,8.2,7484,7570,-1.1,6689,6974,-4.1,2,0,UNDEF,185,71,160.6,477,458,4.1,1356,18.1,1143,15.1,3,3512,46.9,3183,42,4.9,7475,0.1,7570,0,5731,6286,1744,1284,49
CG17031830004,17031830004,0.547875,3.1,-4.7,4.7,7408,6326,17.1,6476,4996,29.6,43,123,-65,259,263,-1.5,553,961,-42.5,1148,15.5,1296,20.5,-5,3591,48.5,2673,42.3,6.2,7279,1.7,6064,4.1,6303,5445,976,619,36.2
CG17031830005,17031830005,0.608125,-1.4,17.4,-2.9,4143,3925,5.6,2981,2499,19.3,61,123,-50.4,35,14,150,974,1200,-18.8,565,13.6,608,15.5,-1.9,2780,67.1,1883,48,19.1,4110,0.8,3925,0,3701,3620,409,305,31.2
CG17031830006,17031830006,0.49225,-5,28.2,-2.3,2242,2429,-7.7,1046,1461,-28.4,19,0,UNDEF,145,45,222.2,891,920,-3.2,547,24.4,576,23.7,0.7,1089,48.6,1008,41.5,7.1,2237,0.2,2429,0,1610,1634,627,795,-20
CG17031830007,17031830007,0.4125,-1.5,6.5,6.5,4930,4385,12.4,3864,3079,25.5,79,132,-40.2,211,312,-32.4,793,809,-2,1169,23.7,848,19.3,4.4,2055,41.7,1871,42.7,-1,4716,4.3,4223,3.7,2454,2665,2262,1558,57.7
CG17031830008,17031830008,0.420875,5.2,-0.3,0.6,4553,4635,-1.8,3903,4013,-2.7,74,107,-30.8,121,68,77.9,374,371,0.8,801,17.6,642,13.9,3.7,2111,46.4,2147,46.3,0.1,4553,0,4635,0,3833,4182,720,453,73.4
CG17031830100,17031830100,0.473125,5.2,22.6,-1.2,3045,3510,-13.2,2131,2292,-7,6,101,-94.1,280,325,-13.8,448,762,-41.2,630,20.7,550,15.7,5,1503,49.4,1393,39.7,9.7,3043,0.1,3510,0,2358,3277,685,233,308.6
CG17031830201,17031830201,0.525,3.3,-4.2,19.7,5498,5011,9.7,4435,3559,24.6,64,103,-37.9,100,367,-72.8,797,1133,-29.7,832,15.1,1204,24,-8.9,2859,52,2436,48.6,3.4,5498,0,5011,0,2439,3109,3059,1902,105
CG17031830202,17031830202,0.537875,-0.8,26.5,7.7,3552,3562,-0.3,2130,1988,7.1,19,76,-75,261,25,944,887,1400,-36.6,722,20.3,979,27.5,-7.2,1679,47.3,1244,34.9,12.4,3006,15.4,3088,13.3,2304,2560,702,528,47.7
CG17031830300,17031830300,0.3865,21.1,-17.4,12.1,4763,4545,4.8,3488,2803,24.4,0,12,-100,140,252,-44.4,1099,1455,-24.5,993,20.8,1369,30.1,-9.3,2167,45.5,1703,37.5,8,4720,0.9,4545,0,1951,2428,2769,2117,62.8
CG17031830400,17031830400,0.6195,-3.8,-4.6,0.4,4656,4295,8.4,2734,1695,61.3,0,17,-100,382,392,-2.6,1391,1974,-29.5,879,18.9,1259,29.3,-10.4,2095,45,1624,37.8,7.2,4637,0.4,4295,0,2945,3780,1692,515,321.7
CG17031830500,17031830500,0.416625,-1.6,-10.4,13.5,4759,4442,7.1,0,158,-100,0,0,UNDEF,4719,4086,15.5,40,198,-79.8,2045,43,1811,40.8,2.2,580,12.2,514,11.6,0.6,4759,0,4107,7.5,3303,2919,1456,1188,8.3
CG17031830600,17031830600,0.39675,3.2,5.3,1.8,4753,4604,3.2,725,874,-17,249,298,-16.4,2075,1605,29.3,1648,1683,-2.1,1332,28,1164,25.3,2.7,1808,38,1436,31.2,6.8,4734,0.4,4604,0,1204,1413,3530,3191,29.8
CG17031830700,17031830700,0.322375,-2.4,-15.2,10,3385,3035,11.5,1145,934,22.6,79,300,-73.7,455,425,7.1,1628,1285,26.7,886,26.2,615,20.3,5.9,1989,58.8,1554,51.2,7.6,3031,10.5,2841,6.4,1018,918,2013,1923,-5.6
CG17031830800,17031830800,0.63075,1.1,15,1.2,2497,2195,13.8,207,163,27,181,151,19.9,296,302,-2,1847,1568,17.8,221,8.9,290,13.2,-4.3,1962,78.6,1292,58.9,19.7,2497,0,2195,0,569,430,1928,1765,-17.4
CG17031830900,17031830900,0.68625,-4.2,41.1,-13.4,2843,2784,2.1,58,152,-61.8,98,67,46.3,1115,1186,-6,1476,1376,7.3,395,13.9,676,24.3,-10.4,1803,63.4,1139,40.9,22.5,2837,0.2,2784,0,1717,1239,1120,1545,-47.7
CG17031831000,17031831000,0.652,-2,34.6,-2.4,2133,2176,-2,74,38,94.7,157,309,-49.2,149,119,25.2,1716,1644,4.4,75,3.5,122,5.6,-2.1,1605,75.2,1206,55.4,19.8,2133,0,2176,0,1440,1391,693,785,-14.7
CG17031831100,17031831100,0.48475,-4.4,-3,7.6,8160,6842,19.3,156,173,-9.8,438,502,-12.7,5115,4156,23.1,2390,1900,25.8,2771,34,2391,34.9,-0.9,2555,31.3,2034,29.7,1.6,8155,0.1,6842,0,3085,3181,5070,3661,42.8
CG17031831200,17031831200,0.550375,-9.2,12.4,-7.7,4818,4907,-1.8,267,330,-19.1,0,0,UNDEF,4328,4274,1.3,268,301,-11,1910,39.6,1991,40.6,-1,983,20.4,650,13.2,7.2,4808,0.2,4907,0,2058,2047,2750,2860,-4.4
CG17031831300,17031831300,0.5925,-3.3,5.6,-1.5,1067,1282,-16.8,449,665,-32.5,0,100,-100,584,365,60,11,99,-88.9,481,45.1,623,48.6,-3.5,216,20.2,221,17.2,3,1067,0,1282,0,560,993,507,289,211.1
CG17031831400,17031831400,0.572125,-2.6,21,-25.2,3017,3194,-5.5,2006,2122,-5.5,10,91,-89,637,455,40,328,507,-35.3,1219,40.4,1381,43.2,-2.8,800,26.5,856,26.8,-0.3,2745,9,2614,18.2,1082,833,1663,1781,-28.1
CG17031831500,17031831500,0.432125,-3.5,12.7,-3,3530,4061,-13.1,204,74,175.7,119,140,-15,2083,2437,-14.5,1100,1139,-3.4,1236,35,1480,36.4,-1.4,1236,35,1188,29.3,5.7,3513,0.5,4061,0,2404,2435,1109,1626,-30.9
CG17031831600,17031831600,0.621125,-3.6,10.3,-0.8,7331,6820,7.5,505,393,28.5,194,246,-21.1,4828,4057,19,1593,2137,-25.5,2734,37.3,2655,38.9,-1.6,2075,28.3,1687,24.7,3.6,7321,0.1,6722,1.4,4258,4313,3063,2409,28.8
CG17031831700,17031831700,0.4845,-1.5,-6.9,14.5,2295,2529,-9.3,71,51,39.2,149,315,-52.7,1399,1166,20,631,860,-26.6,610,26.6,899,35.5,-8.9,955,41.6,801,31.7,9.9,2295,0,2529,0,1328,1545,967,984,14.3
CG17031831800,17031831800,0.5545,-0.4,24.1,5.1,5990,7140,-16.1,191,209,-8.6,1736,2375,-26.9,1282,1592,-19.5,2634,2496,5.5,1164,19.4,1605,22.5,-3.1,2671,44.6,2065,28.9,15.7,5633,6,6608,7.5,2652,3253,2981,3355,9
CG17031831900,17031831900,0.526375,-1.6,42.6,3.5,2604,2843,-8.4,17,0,UNDEF,236,129,82.9,156,64,143.8,2137,2650,-19.4,99,3.8,92,3.2,0.6,1935,74.3,1483,52.2,22.1,2599,0.2,2843,0,1213,1483,1386,1360,24.6
CG17031832000,17031832000,0.478125,1.7,0.7,5.7,1802,2029,-11.2,52,15,246.7,93,111,-16.2,125,373,-66.5,1515,1507,0.5,82,4.6,300,14.8,-10.2,1261,70,911,44.9,25.1,1788,0.8,2029,0,654,953,1134,1076,53.6
CG17031832100,17031832100,0.5875,-5.9,0.1,2.5,3123,3489,-10.5,617,591,4.4,156,193,-19.2,238,462,-48.5,2030,2106,-3.6,339,10.9,463,13.3,-2.4,1800,57.6,1538,44.1,13.5,3123,0,3489,0,713,1140,2410,2349,64
CG17031832200,17031832200,0.634125,-4.3,3.7,-6.5,3455,3026,14.2,89,67,32.8,108,69,56.5,635,743,-14.5,2408,2130,13.1,410,11.9,441,14.6,-2.7,2248,65.1,1706,56.4,8.7,3450,0.1,3026,0,1288,1334,2162,1692,32.3
CG17031832300,17031832300,0.4445,-0.9,26.5,4,1931,2276,-15.2,36,0,UNDEF,210,102,105.9,410,656,-37.5,1233,1514,-18.6,194,10,200,8.8,1.2,1360,70.4,1164,51.1,19.3,1919,0.6,2276,0,911,1129,1008,1147,8.9
CG17031832400,17031832400,0.639125,-3.5,50.9,-23.9,3018,3803,-20.6,68,201,-66.2,215,55,290.9,1133,2016,-43.8,1538,1484,3.6,671,22.2,885,23.3,-1.1,1770,58.6,1289,33.9,24.7,3018,0,3803,0,1495,1434,1523,2369,-38.3
CG17031832500,17031832500,0.4985,2.8,-5.8,-13.6,3752,3446,8.9,251,331,-24.2,46,150,-69.3,333,339,-1.8,3029,2616,15.8,315,8.4,522,15.1,-6.7,1793,47.8,1205,35,12.8,3128,16.6,3235,6.1,1699,1636,1429,1599,-13.9
CG17031832600,17031832600,0.523875,-0.1,-3.2,0.9,3792,4017,-5.6,26,173,-85,217,80,171.3,266,30,786.7,3158,3667,-13.9,90,2.4,125,3.1,-0.7,2736,72.2,1699,42.3,29.9,3787,0.1,4017,0,1961,2739,1826,1278,99.6
CG17031832900,17031832900,0.368375,3.3,-13.5,7.8,2605,2336,11.5,56,134,-58.2,456,746,-38.9,285,184,54.9,1714,1250,37.1,68,2.6,116,5,-2.4,1337,51.3,874,37.4,13.9,2501,4,2336,0,973,870,1528,1466,-6.8
CG17031833000,17031833000,0.89425,-6.1,14.5,-15.2,3187,2890,10.3,351,798,-56,351,147,138.8,159,68,133.8,2201,1854,18.7,242,7.6,579,20,-12.4,2551,80,1534,53.1,26.9,3187,0,2043,29.3,1547,1453,1640,590,161.1
CG17031833100,17031833100,0.609375,-1,11.9,-1.2,7544,5867,28.6,898,854,5.2,1151,615,87.2,650,199,226.6,4682,4164,12.4,840,11.1,734,12.5,-1.4,5590,74.1,3108,53,21.1,6999,7.2,5468,6.8,4602,3824,2397,1644,21.2
CG17031833300,17031833300,0.54125,-0.8,20.6,6,2624,1913,37.2,143,33,333.3,890,588,51.4,297,287,3.5,1220,1005,21.4,189,7.2,222,11.6,-4.4,906,34.5,599,31.3,3.2,2622,0.1,1913,0,915,708,1707,1205,9.6
CG17031833900,17031833900,0.520125,-9.7,-2.4,-9.2,2239,2193,2.1,1178,691,70.5,0,0,UNDEF,1063,1421,-25.2,4,81,-95.1,916,40.9,984,44.9,-4,394,17.6,305,13.9,3.7,2227,0.5,2193,0,819,741,1408,1452,-12.3
CG17031834000,17031834000,0.4325,7.2,18.8,2.5,2993,3530,-15.2,2910,3381,-13.9,28,0,UNDEF,40,43,-7,0,11,-100,952,31.8,1090,30.9,0.9,1082,36.2,1152,32.6,3.6,2993,0,3530,0,578,937,2415,2593,51
CG17031834200,17031834200,0.40325,0.2,7.1,11.7,4522,4757,-4.9,4390,4656,-5.7,0,51,-100,111,32,246.9,40,42,-4.8,777,17.2,1376,28.9,-11.7,2126,47,2043,42.9,4.1,4501,0.5,4757,0,1565,1761,2936,2996,10.3
CG17031834300,17031834300,0.267375,4.3,-8.5,2.3,5979,6346,-5.8,5833,6263,-6.9,19,16,18.8,68,0,UNDEF,29,17,70.6,1677,28,1408,22.2,5.8,2691,45,2581,40.7,4.3,5974,0.1,6346,0,4309,4520,1665,1826,-4.4
CG17031834400,17031834400,0.48275,3.2,-6.9,14.1,4391,2947,49,4172,2653,57.3,10,19,-47.4,42,123,-65.9,99,129,-23.3,737,16.8,606,20.6,-3.8,1973,44.9,1336,45.3,-0.4,4337,1.2,2904,1.5,1776,1490,2561,1414,52
CG17031834500,17031834500,0.76725,-5.7,32.3,1.7,1423,1482,-4,1308,1412,-7.4,0,0,UNDEF,3,71,-95.8,0,0,UNDEF,251,17.6,569,38.4,-20.8,441,31,260,17.5,13.5,1423,0,1405,5.2,286,511,1137,894,127.2
CG17031834600,17031834600,0.1865,16.8,-16.9,-3.6,2858,3974,-28.1,2749,3922,-29.9,9,0,UNDEF,45,0,UNDEF,85,43,97.7,1030,36,1389,35,1,600,21,922,23.2,-2.2,2814,1.5,3974,0,1030,1171,1784,2803,-27.6
CG17031834700,17031834700,0.18975,12.5,-0.5,21.6,1774,2394,-25.9,1524,2394,-36.3,53,0,UNDEF,141,11,1181.8,2,0,UNDEF,707,39.9,823,34.4,5.5,365,20.6,620,25.9,-5.3,1753,1.2,2394,0,395,927,1358,1467,117.2
CG17031834800,17031834800,0.309875,20.7,45.7,-1,1492,2164,-31.1,1477,2164,-31.7,0,0,UNDEF,5,0,UNDEF,2,0,UNDEF,693,46.4,900,41.6,4.8,365,24.5,398,18.4,6.1,1481,0.7,2164,0,565,682,916,1482,-25.4
CG17031834900,17031834900,0.34875,-1.8,53.1,0.3,2155,2364,-8.8,2061,2357,-12.6,0,0,UNDEF,7,0,UNDEF,26,0,UNDEF,884,41,754,31.9,9.1,569,26.4,618,26.1,0.3,2118,1.7,2364,0,836,766,1282,1598,-26.5
CG17031835000,17031835000,0.35575,17.7,11.1,3.4,6046,5841,3.5,3389,3951,-14.2,2,89,-97.8,2586,1654,56.3,72,166,-56.6,2365,39.1,2060,35.3,3.8,969,16,971,16.6,-0.6,6041,0.1,5841,0,2382,2795,3659,3046,41
CG17031835100,17031835100,0.262125,11.8,4.7,10.4,5742,5532,3.8,708,1072,-34,7,27,-74.1,4851,4173,16.2,162,162,0,2412,42,2052,37.1,4.9,965,16.8,715,12.9,3.9,5729,0.2,5532,0,4017,3468,1712,2064,-28.4
CG17031835200,17031835200,0.53,4.8,6.7,12.1,1780,1677,6.1,0,45,-100,12,76,-84.2,1143,646,76.9,625,910,-31.3,801,45,851,50.7,-5.7,410,23,363,21.6,1.4,1780,0,1677,0,1123,1377,657,300,168.5
CG17031835500,17031835500,0.695,-2.7,79,-12.8,1405,1886,-25.5,1232,1750,-29.6,0,9,-100,124,48,158.3,49,44,11.4,604,43,842,44.6,-1.6,480,34.2,377,20,14.2,1396,0.6,1805,4.3,494,809,902,996,48.3
CG17031835600,17031835600,0.509125,-25.2,95.8,-13.6,930,1174,-20.8,896,1150,-22.1,0,0,UNDEF,0,7,-100,34,17,100,480,51.6,371,31.6,20,163,17.5,340,29,-11.5,930,0,1174,0,480,546,450,628,-18.5
CG17031835700,17031835700,0.255875,91.6,#DIV/0!,45,578,0,UNDEF,551,0,UNDEF,0,0,UNDEF,0,0,UNDEF,0,0,UNDEF,122,21.1,0,UNDEF,UNDEF,177,30.6,119,UNDEF,UNDEF,578,0,0,UNDEF,0,0,578,0,0
CG17031835800,17031835800,0.544625,1.9,-10.1,2.3,1720,1323,30,1622,1312,23.6,20,0,UNDEF,46,0,UNDEF,51,11,363.6,323,18.8,269,20.3,-1.5,686,39.9,504,38.1,1.8,1720,0,1323,0,490,682,1230,641,167.1
CG17031835900,17031835900,0.50025,4.2,12,4.9,3109,3101,0.3,2904,2929,-0.9,0,0,UNDEF,28,128,-78.1,37,55,-32.7,780,25.1,949,30.6,-5.5,1121,36.1,854,27.5,8.6,3085,0.8,3081,0.6,507,934,2578,2147,121.2
